date,w_AAPL,w_AMZN,w_GOOGL,w_JNJ,w_JPM,w_MA,w_MSFT,w_NVDA,w_ORCL,w_TSLA,ret_AAPL,ret_AMZN,ret_GOOGL,ret_JNJ,ret_JPM,ret_MA,ret_MSFT,ret_NVDA,ret_ORCL,ret_TSLA,portfolio_pnl,turnover,equal_weight_pnl,equal_weight_turnover,mvo_pnl,mvo_turnover
2023-06-02T00:00:00,0.057075,0.09161,0.107651,0.068361,0.102929,0.039219,0.050011,0.32145,0.084271,0.077424,-0.007571,0.008451,0.010748,0.0086,-0.009824,-0.008589,0.00161,-0.003967,0.009822,0.017012,0.001689,0.146291,0.002629,0.008276,-0.003967,0.833049
2023-06-05T00:00:00,0.088664,0.127873,0.092724,0.077877,0.102669,0.024783,0.049652,0.265302,0.096538,0.073918,-0.00206,0.010455,0.010317,-0.000884,0.001797,0.025478,-0.006727,-0.013199,0.00159,0.017003,0.000433,0.178623,0.004377,0.009109,-0.000619,0.045819
2023-06-06T00:00:00,0.061835,0.08444,0.083878,0.08312,0.088693,0.024891,0.048219,0.372552,0.086425,0.065947,-0.007756,-0.042493,-0.037782,0.002149,0.009689,-0.022555,-0.030868,-0.030398,-0.017274,0.01473,-0.020095,0.23242,-0.016256,0.017044,-0.010235,0.094399
2023-06-07T00:00:00,0.07635,0.118305,0.096783,0.066407,0.073754,0.024976,0.043699,0.326158,0.093609,0.079958,0.015465,0.024911,-0.002939,0.010977,0.000284,-0.010232,0.005814,0.027618,0.021188,0.045821,0.019247,0.165401,0.013891,0.01293,0.036815,0.980727
2023-06-08T00:00:00,0.063159,0.091779,0.093772,0.062441,0.07429,0.025553,0.045572,0.396939,0.083361,0.063134,0.00216,-0.0066,0.000737,-0.00156,0.00199,0.004434,0.004704,0.006751,0.022051,0.04062,0.00706,0.147516,0.007529,0.009451,0.04062,0.0
2023-06-09T00:00:00,0.077614,0.104791,0.112439,0.060827,0.06872,0.026321,0.047833,0.30673,0.108063,0.086663,0.015639,0.02544,0.011536,-0.000687,-7.1e-05,0.016494,0.015484,0.018365,0.0599,0.022218,0.020336,0.192725,0.018432,0.010263,0.022218,0.0
2023-06-12T00:00:00,0.056215,0.134967,0.08543,0.053279,0.077415,0.024952,0.055558,0.350758,0.093303,0.068122,-0.002612,0.000711,0.001537,0.005253,0.007234,-0.010471,0.007353,0.039005,0.002147,0.035544,0.017371,0.184591,0.00857,0.011384,0.035544,0.0
2023-06-13T00:00:00,0.070348,0.112562,0.111245,0.066015,0.067989,0.029433,0.052847,0.301526,0.10945,0.078587,0.003491,-0.001895,-0.001292,0.005101,-0.003732,0.009101,0.009124,0.048145,0.047909,-0.007421,0.019899,0.175411,0.010853,0.01471,-0.007421,0.996794
2023-06-14T00:00:00,0.082035,0.081735,0.113903,0.049586,0.060296,0.025152,0.045234,0.402438,0.087294,0.052327,0.011199,0.005458,0.011482,0.013432,0.011308,0.011421,0.031897,-0.008001,0.035004,-0.003466,0.005405,0.220697,0.011973,0.008777,-0.005726,0.994514
2023-06-15T00:00:00,0.05981,0.15008,0.109195,0.063552,0.064586,0.024783,0.059732,0.319796,0.07742,0.071047,-0.00586,-0.012745,-0.012471,0.003054,0.001188,-0.006622,-0.016576,0.000914,-0.008613,0.018132,-0.003595,0.236668,-0.00396,0.007857,0.018132,0.0
2023-06-16T00:00:00,0.057918,0.091861,0.139008,0.056913,0.058637,0.024718,0.056533,0.362126,0.085055,0.067231,0.000487,0.002311,-0.003481,-0.000609,-0.005096,-0.005073,-0.012503,0.026141,-0.02726,0.053389,0.009328,0.159408,0.002831,0.014732,0.053389,0.0
2023-06-20T00:00:00,0.056637,0.112297,0.124781,0.105259,0.071497,0.024765,0.061525,0.25844,0.108968,0.075831,-0.005675,-0.007553,-0.020715,-0.001523,-0.001473,0.004057,-0.013282,-0.017417,0.000492,-0.054618,-0.013326,0.245908,-0.011771,0.01193,-0.054618,0.0
2023-06-21T00:00:00,0.088337,0.096216,0.09663,0.062759,0.049443,0.024767,0.043729,0.335698,0.103455,0.098968,0.016525,0.042618,0.021568,0.010618,-0.019252,0.004413,0.018437,-0.000465,-0.012449,0.019849,0.008795,0.2718,0.010186,0.013561,0.019849,0.0
2023-06-22T00:00:00,0.056877,0.09973,0.094883,0.069111,0.063592,0.024787,0.050846,0.396585,0.088358,0.055232,-0.001711,-0.0063,-0.006577,-0.000845,-0.00523,0.00532,-0.013806,-0.018966,-0.016089,-0.030271,-0.012926,0.18569,-0.009448,0.008347,-0.030271,1.008615
2023-06-23T00:00:00,0.064029,0.125702,0.137734,0.09107,0.067584,0.02485,0.044254,0.241321,0.131117,0.072339,-0.007553,-0.015464,-0.032696,-0.01118,0.002449,-0.006293,-0.019163,-0.037362,-0.015678,-0.0606,-0.024243,0.319557,-0.020354,0.014208,-0.048881,0.086304
2023-06-26T00:00:00,0.052678,0.088808,0.112608,0.068528,0.078375,0.024937,0.040377,0.376027,0.103588,0.054074,0.015059,0.014529,-8.5e-05,-0.002078,7.2e-05,0.011579,0.018168,0.030616,0.009077,0.038,0.017467,0.293784,0.013494,0.009651,0.033913,0.080273
2023-06-27T00:00:00,0.045393,0.095846,0.101926,0.081162,0.064512,0.037439,0.038496,0.382919,0.101137,0.05117,0.006328,-0.001084,0.015634,-0.002021,-0.004382,-0.004086,0.003826,-0.018125,-0.011117,0.0241,-0.005507,0.071848,0.000907,0.009243,0.002495,1.002283
2023-06-28T00:00:00,0.054511,0.098619,0.16236,0.057205,0.074063,0.024794,0.038058,0.334998,0.101255,0.054136,0.001797,-0.008834,-0.008987,0.006996,0.034923,0.019567,-0.002382,-0.007175,0.010727,0.004917,9.8e-05,0.161604,0.005155,0.010266,0.004917,0.0
2023-06-29T00:00:00,0.065475,0.073602,0.150849,0.0486,0.060554,0.024733,0.041287,0.344185,0.094762,0.095954,0.023102,0.019234,0.005038,0.008653,0.014014,0.014523,0.016386,0.036255,0.011122,0.016583,0.021117,0.134746,0.016491,0.005747,0.016583,0.0
2023-06-30T00:00:00,0.059569,0.075361,0.138201,0.05058,0.052362,0.024666,0.035204,0.374204,0.111254,0.078599,-0.007785,-0.001074,0.001671,-0.01311,0.008045,0.001678,-0.007488,0.002624,-0.01629,0.068954,0.003811,0.093792,0.003722,0.013859,0.068954,0.0
2023-07-03T00:00:00,0.062395,0.093173,0.169716,0.052767,0.05779,0.02467,0.030623,0.363125,0.091777,0.053962,-0.005871,0.001229,0.01543,-0.003306,-0.006616,0.001955,0.000473,-0.002263,-0.010158,0.009506,0.000631,0.123615,3.8e-05,0.00568,0.009506,0.0
2023-07-05T00:00:00,0.041706,0.092238,0.174279,0.045848,0.067866,0.024799,0.028523,0.367944,0.100689,0.056107,0.002509,-0.015493,-0.01347,-0.007432,-0.009887,-0.002584,0.009227,-0.005057,-0.004398,-0.021028,-0.007968,0.060163,-0.006761,0.006746,-0.021028,0.0
2023-07-06T00:00:00,0.044486,0.101343,0.16282,0.053814,0.058905,0.024715,0.064432,0.318756,0.110531,0.060199,-0.005891,0.011063,-0.005245,-0.014542,0.007891,-0.011345,-0.011867,0.009501,-0.007276,-0.00763,0.000407,0.139621,-0.003534,0.007839,-0.00763,0.0
2023-07-07T00:00:00,0.038589,0.072702,0.182125,0.053242,0.060023,0.024655,0.03332,0.356472,0.115693,0.063179,-0.010856,-0.020419,-0.02536,0.001633,0.005612,0.008953,-0.015984,-0.007599,-0.002007,-0.017564,-0.010461,0.131317,-0.008359,0.009759,-0.017564,0.0
2023-07-10T00:00:00,0.044207,0.132358,0.190233,0.054816,0.051506,0.024835,0.028835,0.328193,0.074452,0.070565,-0.00281,0.012979,0.005925,-0.005517,0.015639,0.014382,0.001929,0.005334,0.007869,0.000668,0.00602,0.171267,0.00564,0.005687,0.000668,0.0
2023-07-11T00:00:00,0.03693,0.126317,0.205273,0.04882,0.050725,0.031985,0.061212,0.29244,0.092795,0.053503,0.008986,0.015686,0.015281,-0.003467,0.004952,0.007265,0.014227,0.035302,0.009923,0.008154,0.018316,0.145404,0.011631,0.006716,0.008154,0.822398
2023-07-12T00:00:00,0.037583,0.098104,0.22708,0.054302,0.048707,0.024645,0.024645,0.343736,0.093229,0.04797,0.004058,0.026758,0.047171,0.004618,0.00486,-0.000324,0.016192,0.047264,0.012325,0.021729,0.032806,0.155106,0.018465,0.013562,0.032229,1.165623
2023-07-13T00:00:00,0.038472,0.084433,0.211957,0.040719,0.046637,0.024634,0.040493,0.364962,0.098942,0.048751,0.000787,0.002829,0.007066,0.006675,0.006046,0.004868,0.007529,-0.011049,0.015496,0.012522,0.000857,0.088463,0.005277,0.00471,-0.011049,0.836666
2023-07-14T00:00:00,0.063612,0.120233,0.147701,0.076157,0.093372,0.024776,0.035423,0.229323,0.140924,0.068479,0.017306,-0.008316,-0.006139,-0.005004,0.024104,-0.00077,0.001419,0.021817,-0.003186,0.031985,0.007839,0.404417,0.007322,0.013089,0.026071,0.06578
2023-07-17T00:00:00,0.043204,0.095246,0.209702,0.057567,0.043243,0.024908,0.033171,0.330072,0.110814,0.052074,-0.00134,-0.005466,-0.00714,-6.3e-05,0.001826,-0.010045,0.0398,0.022234,0.015813,0.010194,0.008691,0.323924,0.006581,0.012262,0.016772,1.098601
2023-07-18T00:00:00,0.036796,0.086057,0.159462,0.058925,0.048063,0.02569,0.02569,0.411045,0.102406,0.045866,0.007072,0.019047,-0.013979,-0.002012,0.00384,0.000276,-0.012267,-0.00878,-0.017223,-0.007091,-0.00627,0.169519,-0.003112,0.008784,-0.007091,0.0
2023-07-19T00:00:00,0.042691,0.096188,0.144744,0.049144,0.051754,0.02592,0.02592,0.414726,0.099426,0.049486,-0.010097,-0.039894,-0.023191,0.060728,0.012318,-0.000527,-0.023122,-0.033073,-0.023675,-0.09737,-0.025505,0.050731,-0.01779,0.0272,-0.09737,2.0
2023-07-20T00:00:00,0.044347,0.101542,0.178895,0.073066,0.056295,0.024788,0.025871,0.330585,0.117972,0.046638,-0.006162,0.000308,0.006879,0.010749,-0.007685,-0.001432,-0.008937,-0.026604,0.015274,-0.010955,-0.006429,0.165658,-0.002856,0.009238,-0.007685,0.0
